epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,157183,0.88751,0.60436,1.19823,0.88795,0.88851,0.92143,0.72083,0.80047,0.46814,1.13058,0.006436,0.006436,0.006436
182,157943,0.88272,0.60725,1.196,0.89094,0.88626,0.92009,0.72093,0.80164,0.46809,1.13259,0.0064162,0.0064162,0.0064162
183,158701,0.88666,0.60472,1.19619,0.89403,0.88655,0.9211,0.72005,0.80101,0.46703,1.13221,0.0063964,0.0063964,0.0063964
184,159461,0.8867,0.60714,1.19804,0.89608,0.88384,0.92058,0.72007,0.80062,0.46543,1.13242,0.0063766,0.0063766,0.0063766
185,160219,0.88454,0.60284,1.19712,0.88485,0.89064,0.92096,0.72123,0.79905,0.46461,1.13184,0.0063568,0.0063568,0.0063568
186,160976,0.88557,0.60203,1.19728,0.88276,0.88886,0.91793,0.72222,0.80023,0.46663,1.13292,0.006337,0.006337,0.006337
187,161732,0.88357,0.60003,1.19527,0.88222,0.88924,0.9181,0.72126,0.80009,0.46582,1.13271,0.0063172,0.0063172,0.0063172
188,162488,0.88589,0.59888,1.1939,0.88441,0.88968,0.91793,0.72163,0.80117,0.46334,1.13339,0.0062974,0.0062974,0.0062974
189,163247,0.88003,0.60187,1.19442,0.88391,0.88435,0.91815,0.72195,0.80207,0.46363,1.1347,0.0062776,0.0062776,0.0062776
190,164006,0.88304,0.60251,1.19361,0.88351,0.89013,0.9189,0.72233,0.80311,0.46285,1.13463,0.0062578,0.0062578,0.0062578
191,164765,0.88095,0.59888,1.19315,0.88182,0.89503,0.91931,0.72301,0.80267,0.46231,1.13429,0.006238,0.006238,0.006238
192,165523,0.88098,0.59955,1.19442,0.88019,0.8967,0.91822,0.7216,0.80379,0.46212,1.13488,0.0062182,0.0062182,0.0062182
193,166280,0.88001,0.5986,1.19397,0.88889,0.88743,0.9186,0.72151,0.80461,0.46062,1.13634,0.0061984,0.0061984,0.0061984
194,167038,0.88152,0.6025,1.19441,0.88936,0.87871,0.91915,0.72082,0.80345,0.46034,1.13405,0.0061786,0.0061786,0.0061786
195,167798,0.87801,0.59686,1.19298,0.88729,0.88493,0.91981,0.72242,0.80513,0.46065,1.1338,0.0061588,0.0061588,0.0061588
196,168559,0.88072,0.60025,1.19302,0.92426,0.8577,0.92021,0.72375,0.80517,0.45998,1.13486,0.006139,0.006139,0.006139
197,169317,0.87598,0.59426,1.1925,0.92348,0.85785,0.91979,0.72339,0.80503,0.45963,1.13466,0.0061192,0.0061192,0.0061192
198,170079,0.87809,0.59519,1.1907,0.917,0.8616,0.91978,0.72363,0.80384,0.46152,1.13393,0.0060994,0.0060994,0.0060994
199,170838,0.87506,0.59713,1.18827,0.92009,0.86603,0.92286,0.72443,0.80505,0.46261,1.13552,0.0060796,0.0060796,0.0060796
200,171596,0.87977,0.59749,1.19099,0.92894,0.8591,0.92266,0.7239,0.80624,0.46248,1.13555,0.0060598,0.0060598,0.0060598
201,172355,0.87174,0.59108,1.18882,0.92309,0.85927,0.92323,0.72559,0.8049,0.46613,1.13449,0.00604,0.00604,0.00604
202,173113,0.87466,0.59386,1.18851,0.92469,0.86027,0.92311,0.72508,0.80578,0.46592,1.1348,0.0060202,0.0060202,0.0060202
203,173870,0.87744,0.59688,1.19055,0.92453,0.85932,0.92321,0.72547,0.8033,0.46284,1.13452,0.0060004,0.0060004,0.0060004
